StoreName,StoreCode,ownerName,address1,address2,area,city,state,pincode,businessType,outletType,email,phoneNumber,latitude,longitude
PERNIAGAAN AL-AMIN,P133,MR NAINA MOHD,"NO. 46, TAMAN TEMIANG JAYA,","JALAN SIKAMAT,","SEREMBAN, NEGERI SEMBILAN",SEREMBAN,NEGERI SEMBILAN,70400,Standalone,11,sales@pmmahsuri.com.my,06-7638524,2.742156,101.950236
PERNIAGAAN BANGLANG SERI SERTING,P230,,"NO. 219, RUMAH KEDAI SATU TINGKAT,","TAMAN SERI SERTING, BANDAR SERI JEMPOL,",N. SEMBILAN,JEMPOL,NEGERI SEMBILAN,72120,Standalone,11,sales@pmmahsuri.com.my,018-7714300,2.8785885,102.3234398
PERNIAGAAN CLS - Friday close,C113,ALICIA NY YEE TING,"LOT 12671-12673, JALAN NYIOR MAWAR,","KG DUSUN NYIOR,","KEMAMAN, TERENGGANU",KEMAMAN,TERENGGANU,24000,Standalone,11,sales@pmmahsuri.com.my,017-9513638,4.226135387,103.4286789
PERNIAGAAN DAGANG SAHIHAN SDN BHD,P099,NG PANG HEOW,PERNIAGAAN DAGANG SAHIHAN SDN BHD,"B32,B18,B6,JALAN BUKIT SETONGKOL 8,",KUANTAN PAHANG.,KUANTAN,PAHANG,"25200,",Standalone,11,sales@pmmahsuri.com.my,012-985 2872,3.808904058,103.3097612
PERNIAGAAN FIRDAUS RASHID,P240,,"LOT 2239/2240,","KAMPUNG SERAMPANG INDAH (GATCO),","BANDAR SERI JEMPOL, N. SEMBILAN",JEMPOL,NEGERI SEMBILAN,72120,Standalone,11,sales@pmmahsuri.com.my,010-3867786,3.005905,102.442745
PERNIAGAAN HE SOON (no delivery on Monday),P083,LOH KOON MOI,"NO. 209 & 210, TAMAN BUKIT KEPAYANG 1A,","JALAN LABU,","SEREMBAN, NEGERI SEMBILAN.",SEREMBAN,NEGERI SEMBILAN,70200,Standalone,11,sales@pmmahsuri.com.my,012-611 5159,3.188298,101.573231
PERNIAGAAN KPM MOHAMAD,P061,MOHAMAD,PERNIAGAAN KPM MOHAMAD,"54, JALAN KAMPUNG PANTAI,",MELAKA.,MASJID TANAH,MELAKA,75200,Standalone,11,sales@pmmahsuri.com.my,06-282 3712,2.197021,102.249353
PERNIAGAAN MAHAMAS (Tue-Sun:7.30am-7pm|Except Mon 7.30am-2pm),P107,MR. BEH,"NO. 1, JALAN 14,","TAMAN DESA JAYA, KEPONG,","KUALA LUMPUR, WILAYAH PERSEKUTUAN.",KEPONG,KUALA LUMPUR,52100,Standalone,11,sales@pmmahsuri.com.my,012-238 2627,3.2168783,101.6255266
PERNIAGAAN SHEN HOCK,S017,,"NO.9, PT-2791, LORONG SATU TINGKAT BAWAH,","TAMAN EHSAN,","HUTAN MELINTANG, PERAK",HUTAN MELINTANG,PERAK,36400,Standalone,11,sales@pmmahsuri.com.my,012-5428428,3.8978562,100.9303106
PERNIAGAAN SUNGHO FOOD SDN BHD,P101,STEVEN TEE,"NO43, JALAN BRP1/5,","BUKIT RAHMAN PUTRA,","SUNGAI BULOH, SELANGOR.",SUNGAI BULOH,SELANGOR,47000,Standalone,11,sales@pmmahsuri.com.my,012-399 9549,3.224367,101.5631572
PERNIAGAAN WAH SING (N.S.) SDN. BHD. (Open 4am-4pm),P256,,"NO. 35, JALAN IKS MERDEKA 1,","TAMAN IKS MERDEKA, MUKIM BATU BERENDAM,","MELAKA TENGAH, MELAKA",MELAKA TENGAH,MELAKA,75350,Standalone,11,sales@pmmahsuri.com.my,019-2801807,2.255564,102.238183
PERNIAGAAN XING FAI (FRIDAY OFF),X003,CHEW KAT HUNG,"NO.38, JALAN 2/2,",TAMAN PUTRA BUDIMAN,BALAKONG SELANGOR,SERI KEMBANGAN,SELANGOR,43200,Standalone,11,sales@pmmahsuri.com.my,012-6533 823,2.99464,101.756126
PERNIAGAAN Y K GEMILANG (FRIDAY CLOSE),P130,TJHAI LIE KHIM,"6494 TAMAN HAJI WAN NGAH,",JALAN BUKIT MENTOK,KEMAMAN TERENGGANU.,KEMAMAN,TERENGGANU,24000,Standalone,11,sales@pmmahsuri.com.my,,4.227150989,103.4178872
PERNIAGAAN YONG KI,P056,KEE YONG THAI ,NO 4,"JALAN BANDAR,","TELUK INTAN, PERAK.",TELUK INTAN,PERAK,36000,Standalone,11,sales@pmmahsuri.com.my,,4.0240042,101.0186324
PINNACLE FOODS (M) SDN BHD,P063,SALIM BHUIYAN (016-227 5240),"PT9892(2739), JALAN INDUSTRIS 12,","KG BARU SG BULOH,",SHAH ALAM.,SHAH ALAM,SELANGOR,40160,Standalone,11,sales@pmmahsuri.com.my,03-6157 3561,3.1882442,101.5649721
PIRAMILA A/P ARUMUGAM,P241,KISHANTINI,"3409, JALAN LINGGI,","KG AIR KUNING,","RANTAU, N. SEMBILAN",RANTAU,NEGERI SEMBILAN,71200,Standalone,11,sales@pmmahsuri.com.my,010-9306062,2.5482813,101.9753894
PODIRECT TRADING (M) SDN BHD,P128,CARMEN WONG,"86, 4TH FLOOR,","LEBUH PANTAI,","PENANG, MALAYSIA",LEBUH PANTAI,PULAU PINANG,10300,Standalone,11,sales@pmmahsuri.com.my,04-2631226/6227,5.416230204,100.340718
POK ENG TIN ENTERPRISE SDN BHD,P157,POK ZYE CHUAN,"LOT 71296 & 71297,","BANGUNAN POK ENG TIN, JLN YAHYA AHMAD,","DUNGUN, TERENGGANU DARUL IMAN.",DUNGUN,TERENGGANU,23000,Standalone,11,sales@pmmahsuri.com.my,017-915 4215,4.762213593,103.4250843
PONNY CASH AND CARRY SDN. BHD.,P167,R. ELANGOVAN,"NO 27 (GROUND FLOOR), JALAN PPSJ 3-1",PUSAT PERNIAGAAN SENAWANG,"SEREMBAN, N. SEMBILAN",SEREMBAN,NEGERI SEMBILAN,70450,Standalone,11,sales@pmmahsuri.com.my,019-2610442,2.689047,101.983868
PRABHAKAR A/L RAMAN (3pm-12am|Sun close),P233,PRABHAKAR,"NO. 9,","GERAI FELDA PALONG 3,","GEMAS, N.SEMBILAN",GEMAS,NEGERI SEMBILAN,73430,Standalone,11,sales@pmmahsuri.com.my,012-3534066,2.652916,102.5339046
PRK SPICE & HERBS,P003,,"29 & 31,","JALAN BANDAR,","TELUK INTAN, PERAK",TELUK INTAN,PERAK,36000,Standalone,11,sales@pmmahsuri.com.my,016-5384023,4.0248429,101.0186845
"PROFIT BEST TRADING (DELIVERY TO CUSTOMER'S HOUSE, PLEASE CALL 30 MINS BEFORE DELIVERY)",P200,,"NO. 34, JALAN BUNGA TANJUNG 8,","TAMAN PUTRA,","AMPANG, SELANGOR",AMPANG,SELANGOR,68000,Standalone,11,sales@pmmahsuri.com.my,012-6032778,3.156252,101.741978
PUJAAN MINI MART SDN BHD-TAMAN MUHIBBAH,P087,,"3256-3260, TAMAN MUHIBBAH,","73200 GEMENCHEH, ",NEGERI SEMBILAN,GEMENCHEH,NEGERI SEMBILAN,,Standalone,11,sales@pmmahsuri.com.my,,2.5383217,102.4058174
PUJAAN MINI MART SDN BHD-TAMAN SRI INTAN,P068,MRS LIM,"1867-1872, JALAN KENANGA 1,","TAMAN SRI INTAN,","GEMENCHEH, NEGERI SEMBILAN.",GEMENCHEH,NEGERI SEMBILAN,73200,Standalone,11,sales@pmmahsuri.com.my,06-431 9939,2.6611064,102.4169152
PUTRA ROHIMIEN AIMY BIN RADZEMI - D' WARUNG FADILAH,P238,PUTRA,"274-G, JALAN SERTING UTAMA 7,","PUSAT PERNIAGAAN JEMPOL, BANDAR BARU SERTING,","BANDAR SERI JEMPOL, N. SEMBILAN",JEMPOL,NEGERI SEMBILAN,72120,Standalone,11,sales@pmmahsuri.com.my,018-9774454,2.8859507,102.4128054
QASEH AMEERA RESOURCES (Mon-Sat: 9am-6pm|Fri: 12pm-3pm rest),Q004,HAMZAH,"NO. 14, JALAN UTAMA 57,","TAMAN JAYA UTAMA,","TELOK PANGLIMA GARANG, SELANGOR",KLANG,SELANGOR,42500,Standalone,11,sales@pmmahsuri.com.my,010-9000786,3.128957,101.465118
QCPLUS SDN. BHD. - SETAPAK (HQ),Q005,,"LOT 15, KAWASAN PERINDUSTRIAN RINGAN SETAPAK,","JALAN USAHAWAN 5,","SETAPAK, KUALA LUMPUR",SETAPAK,KUALA LUMPUR,53300,Standalone,11,sales@pmmahsuri.com.my,017-8881766 ,3.198387,101.722557
QIANYUGE MIXED RICE (Delivery: morning),Q003,WONG KUAI HOU (DIRECTOR),NO. 14 JALAN PPSJ 3/1,PUSAT PERNIAGAAN SENAWANG JAYA,"SENAWANG, NEGERI SEMBILAN",SENAWANG,NEGERI SEMBILAN,70450,Standalone,11,sales@pmmahsuri.com.my,018-9704688,2.674784,101.929687
QXQY MANAGEMENT SDN. BHD.,Q002,ANDY,"YUAN’S HAINANSE & WESTERN, NO. 39-1,","JALAN DATARAN JADE 4, DATARAN JADE, JADE HILLS","KAJANG, SELANGOR",KAJANG,SELANGOR,43000,Standalone,11,sales@pmmahsuri.com.my,013-2863218,2.992807,101.760437
RADHA STORE,R165,KARTHIK,"NO. 26, LORONG NURI INDAH 10/1,","TAMAN NURI INDAH,","SEREMBAN, N. SEMBILAN",SEREMBAN,NEGERI SEMBILAN,70300,Standalone,11,sales@pmmahsuri.com.my,019-6508808,2.6871375,101.9411722
RAHIMA MINI MARKET - TAMAN PERINDUSTRIAN LUKUT (Fri: 12pm-3pm close),R162,PRABHSH,"NO. 37, TAMAN PERINDUSTRIAN LUKUT,","JALAN LUKUT SEPANG,","PORT DICKSON, N. SEMBILAN",PORT DICKSON,NEGERI SEMBILAN,71010,Standalone,11,sales@pmmahsuri.com.my,016-4046308,2.5917118,101.822286
RAHIMA MINI MARKET - TAMAN SRI LUKUT,R164,AFSAL,"NO. 2, 3, 4, TAMAN SRI LUKUT,","BATU 6, JALAN SEREMBAN, LUKUT,","P. DICKSON, N. SEMBILAN",PORT DICKSON,NEGERI SEMBILAN,71010,Standalone,11,sales@pmmahsuri.com.my,011-31863579,2.578881,101.8442535
RAHIMA STORE (Mon-Fri: 8am-6pm|Fri: 12pm close|Sat: 3pm close),R142,MOHD FAWAZ,"BATU 1 3/4, JALAN KERETAPI LAMA,","LOT 1847, KAMPUNG SUNGAI PINANG,","KLANG, SELANGOR",KLANG,SELANGOR,41400,Standalone,11,sales@pmmahsuri.com.my,016-2884040,3.128959,101.465107
RAIHAN MINI MART,R158,OTHMAN,"NO. 3,","PUSAT PERNIAGAAN FELDA SERTING HILIR KOMPLEKS,","BANDAR SERI JEMPOL, NEGERI SEMBILAN",JEMPOL,NEGERI SEMBILAN,72120,Standalone,11,sales@pmmahsuri.com.my,017-2440005,(2.9427003,102.5002113
RAINDROP RESOURCES SDN BHD (Mon-Sat: 9am-6pm|Fri: 12pm-3pm),R152,SHAHED,"LOT G33, PLAZA PELANGI ASTANA, PJU 6,","PERSIARAN SURIAN, PELANGI DAMANSARA,","PETALING JAYA, SELANGOR.",DAMANSARA,SELANGOR,47800,Standalone,11,sales@pmmahsuri.com.my,014-6380751,3.128918,101.465123
RAISHA MAJU TRADING (Fri: 1pm-3pm rest),R153,,"NO. 29-G, JALAN PDR5,","KAWASAN PERNIAGAAN BALAKONG,","SERI KEMBANGAN, SELANGOR",SERI KEMBANGAN,SELANGOR,43300,Standalone,11,sales@pmmahsuri.com.my,014-9701457,3.02444,101.750149
RAJAHS ENTERPRISE,R006,,"NO.12, LORONG 2,","TAMAN SERI EMAS,","SUNGAI SUMUN, PERAK",SLIM RIVER,PERAK,36300,Standalone,11,sales@pmmahsuri.com.my,019-5589372,3.8901958,100.8511226
RAJBARI ENTERPRISE (FRIDAY 12.30PM-3PM OFF),R085,AZRINA,"NO. 26, JALAN BSS,","1/3A BANDAR SEREMBAN SELSTON,","SEREMBAN, NEGERI SEMBILAN.",SEREMBAN,NEGERI SEMBILAN,71450,Standalone,11,sales@pmmahsuri.com.my,,2.665372,101.987995
RAJDHANI SDN BHD,R009,NAZRUL,"LOT 2065-A2, JALAN KUSTA,","BT. 13 1/2, KG JAYA IND. AREA,","SUNGAI BULOH, SELANGOR.",SUNGAI BULOH,SELANGOR,47000,Standalone,11,sales@pmmahsuri.com.my,016-6280100,3.2121628,101.5726418
RAMZAN MINI MARKET (Fri: Close 1pm-5pm),R146,S. JAMES,"NO. 42, 44 & 46, JALAN ALAM JAYA 15,","TAMAN ALAM JAYA, BATU 8 1/2,","CHERAS, SELANGOR",CHERAS,KUALA LUMPUR,43200,Standalone,11,sales@pmmahsuri.com.my,016-6118384,3.080386,101.764632
RASAH JAYA DAILY MART SDN BHD,R070,CHONG FUI SHIM,"3384, JALAN RJ6/1,","TAMAN RASAH JAYA,","SEREMBAN, NEGERI SEMBILAN.",SEREMBAN,NEGERI SEMBILAN,70300,Standalone,11,sales@pmmahsuri.com.my,012-628 2633,2.6784227,101.9478186
RAYYAN SPEEDMART(MOHD LUKMAN),R098,MOHD LUKMAN BIN ABDULLAH,"P1-2-22A&P1-2-22B,RESIDENSI DAMAI MERIAH (THE ZIZZ),","NO.2,JALAN PJU 10/1A,DAMANSARA DAMAI","PJU 10, PETALING JAYA,SELANGOR",DAMANSARA,SELANGOR,47830,Standalone,11,sales@pmmahsuri.com.my,,3.1981898,101.5948604
RECRON (MALAYSIA) SDN BHD - MELAKA HOSTEL,R120,PAULINE YEOH,"LOT 2157,","PANTAI PUTERI,","TANJUNG KLING, MELAKA",TANJONG KLING,MELAKA,75400,Standalone,11,sales@pmmahsuri.com.my,06-351 1190,2.2611787,102.1407431
RECRON (MALAYSIA) SDN BHD - MELAKA PHASE 1,R118,PAULINE YEOH,KAWASAN PERINDUSTRIAN,"TANGGA BATU,",MELAKA,TANGGA BATU,MELAKA,76400,Standalone,11,sales@pmmahsuri.com.my,06-351 1190,2.253817,102.151588
RECRON (MALAYSIA) SDN BHD - MELAKA PHASE 3,R119,PAULINE YEOH,KAWASAN PERINDUSTRIAN,"TANGGA BATU,",MELAKA,TANGGA BATU,MELAKA,76400,Standalone,11,sales@pmmahsuri.com.my,06-351 1190,2.25497,102.144617
RECRON (MALAYSIA) SDN BHD - NILAI GENERAL PLANT,R121,MISS VASANTHA,"PT 1886,","KAWASAN PERINDUSTRIAN NILAI,","NILAI, NEGERI SEMBILAN",NILAI,NEGERI SEMBILAN,71800,Standalone,11,sales@pmmahsuri.com.my,013-2369697,2.814763,101.8176278
RESTAURANT L.T.P SDN BHD (Break Time : 2.30-5.30pm no receiving),R073,LAI KOK MENG,"NO 34-1, JALAN KPKS 3,","KOMPLEKS PERNIAGAAN KOTA SHAHBANDAR,",MELAKA,BANDAR HILIR,MELAKA,75200,Standalone,11,sales@pmmahsuri.com.my,06-282 2737,2.2054708,102.2522094
RESTORAN AL-RIFAAHY MAJU,A019,SALIM BIN MUENUDDIN,"UNIT 109, BLOCK D PHILEO DAMANSARA 1,","NO.9, JALAN 16/11, OFF JALAN DAMANSARA,","PETALING JAYA, SELANGOR",DAMANSARA,SELANGOR,"46350,",Standalone,11,sales@pmmahsuri.com.my,012-6066162,3.138613,101.624039
RESTORAN ASRI ROS MERAH SDN BHD,R066,KAKKAMPARAMBU VIJAYAN KANNAN,RESTORAN A SRI ROS MERAH SDN BHD,"38-C, BUKIT BERUANG,",MELAKA,BUKIT BERUANG,MELAKA,75450,Standalone,11,sales@pmmahsuri.com.my,016-220 6064,2.2542479,102.2769851
RESTORAN BAK KUT TEH KIM KEE,R132,,"LOT 2140L, JALAN WELFARE",KG BARU SUNGAI BULOH,"SUNGAI BULOH, SELANGOR (CUSTOMER COLLECT)",SUNGAI BULOH,SELANGOR,47000,Standalone,11,sales@pmmahsuri.com.my,016-2272554,3.1982949,101.5732
RESTORAN BANGI IMPIAN MAJU (LUTHFIA ALLIANCE SDN. BHD.),R156,,NO 51 & 51-1,JALAN KAJANG IMPIAN 1/11,"43650 BANDAR BARU BANGI, SELANGOR",BANGI,SELANGOR,43650,Standalone,11,sales@pmmahsuri.com.my,017-7017868,2.955825,101.767651
RESTORAN C&Y - (OPEN 7AM-12PM),R125,CHONG SIEW WEAI,"40, JALAN PUBLIK, KPG.","BARU SUNGAI BULOH,",SUNGAI BULOH. SELANGOR.,SUNGAI BULOH,SELANGOR,47000,Standalone,11,sales@pmmahsuri.com.my,016-636 5659,3.1968558,101.5657222
RESTORAN CHON SAI KEI,R141,,"KA1-1-1, JALAN KUCHAI MAJU 13,","KUCHAI AVENUE SERVICE APARTMENT, KUCHAI LAMA,",KUALA LUMPUR,KUCHAI LAMA,KUALA LUMPUR,58200,Standalone,11,sales@pmmahsuri.com.my,011-74321750,3.086921,101.692362
RESTORAN CMZ TOM YAM (Open 3pm-12pm),C164,,"TAPAK BELAKANG KIARA SQUARE,","PUSAT PERNIAGAAN KIARA,","BAHAU, NEGERI SEMBILAN",BAHAU,NEGERI SEMBILAN,72100,Standalone,11,sales@pmmahsuri.com.my,019-2084444,2.811745,102.3963773
RESTORAN FERN HEONG (8.30AM-4.30PM),R113,LUI TECK LOONG,"18G JALAN PRIMA 6 ,","METRO PRIMA KEPONG,",KUALA LUMPUR,KEPONG,KUALA LUMPUR,52100,Standalone,11,sales@pmmahsuri.com.my,,3.212679,101.6385787
RESTORAN HABEEB MAJU,R149,,"NO. 13A-G01, JALAN MEDAN,","PUSAT BANDAR BANGI, SEKSYEN 9,","BANDAR BARU BANGI, SELANGOR",BANGI,SELANGOR,43650,Standalone,11,sales@pmmahsuri.com.my,016-7467867,2.955961,101.768493
RESTORAN HIJASS,R171,,"NO. 2, JALAN MAWAR 1,","PUSAT PERNIAGAAN BAHAU,","BAHAU, N. SEMBILAN",BAHAU,NEGERI SEMBILAN,72100,Standalone,11,sales@pmmahsuri.com.my,011-12827199,2.8081519,102.4012404
RESTORAN IPOH ROAD YTF,R093,TAN WAI YIN,"NO.1-2A, JALAN WANGSA UTAMA,","WANGSA PERMAI,","KUALA LUMPUR, WILAYAH PERSEKUTUAN.",AMPANG,KUALA LUMPUR,52200,Standalone,11,sales@pmmahsuri.com.my,,3.206805,101.616135
RESTORAN JAHANGEER,R084,SALBIAH,"NO 2, JALAN PJS 7/18,","SUNWAY, PETALING JAYA,",PETALING JAYA.,PETALING JAYA,SELANGOR,46150,Standalone,11,sales@pmmahsuri.com.my,,3.073706,101.61511
RESTORAN KIM FONG N TIGA (Open: 7am-5pm|No delivery during lunch time),K236,MR. PANG,"NO. 453, JALAN NILAI 3/10,","KAWASAN PERINDUSTRIAN NILAI 3,","NILAI, N. SEMBILAN",NILAI,NEGERI SEMBILAN,71800,Standalone,11,sales@pmmahsuri.com.my,019-3575521,2.857408,101.807033
RESTORAN KONG MAH SDN BHD (open 7am - 4pm)(tuesday closed),R140,,"32, JALAN PUBLIC",KAMPUNG BARU SUNGAI BULOH,SELANGOR,SUNGAI BULOH,SELANGOR,47000,Standalone,11,sales@pmmahsuri.com.my,03-61561682,3.1975612,101.5654258
RESTORAN LEE HONG KEE SDN. BHD.OPEN-12-3PM MONDAY HALF DAY ONLY,L002,,"PT 11, JALAN PERKHIDMATAN,",KAMPUNG BARU,SUNGAI BULOH SELANGOR,SUNGAI BULOH,SELANGOR,47000,Standalone,11,sales@pmmahsuri.com.my,03-6140 2678,3.1827378,101.5401381
RESTORAN LIAN SIANG (Delivery at Gate F|Mon-Fri: 9.30am-11.30am & 1.30pm-3.30pm|Sat: Normal time),R163,,"SEKOLAH MENENGAH PIN HWA,","13, JALAN GOH HOCK HUAT,","KLANG, SELANGOR",KLANG,SELANGOR,41400,Standalone,11,sales@pmmahsuri.com.my,017-3029993,3.052425,101.445092
"RESTORAN MEI JING (Open 2pm-10pm,KHAMIS TUTUP)",R065,CHEOK SIOW PENG,RESTORAN MEI JING,"NO.3A, PASAR BARU,","LUKUT, PORT DICKSON, NEGERI SEMBILAN.",LUKUT,NEGERI SEMBILAN,71010,Standalone,11,sales@pmmahsuri.com.my,06-651 7958,3.188149,101.573081
RESTORAN MOHAMADUNNI,R161,MUSZAFFAR,"LOT 282, BT-7,","JALAN PANTAI TELOK KEMANG,","PORT DICKSON, N.SEMBILAN",PORT DICKSON,NEGERI SEMBILAN,71050,Standalone,11,sales@pmmahsuri.com.my,014-7697786,2.4627127,101.8543241
RESTORAN NASI KANDAR KUALITI,R069,SHIFRA,RESTORAN NASI KANDAR KUALITI,"NO.A 1998 LORONG SRI KUANTAN 47,","KUANTAN, PAHANG.",KUANTAN,PAHANG,25250,Standalone,11,sales@pmmahsuri.com.my,012-998 8919,3.826135304,103.3373058
RESTORAN NOOR BISTRO 71,R160,SIRAJSUDEEN,"NO. 79,","JALAN MAMBAU JAYA 5,","SEREMBAN, N. SEMBILAN",SEREMBAN,NEGERI SEMBILAN,70300,Standalone,11,sales@pmmahsuri.com.my,011-61676301,2.673226,101.9183709
RESTORAN NOR FALAH (Open 7.30am-8pm),R169,NABILA,"TINGKAT 1 & 2, BANGUNAN PASAR LAMA,","JALAN DATO' MOYANG SALLEH, KG. JELEBU TENGAH,","KUALA KLAWANG, N. SEMBILAN",KUALA KLAWANG,NEGERI SEMBILAN,71600,Standalone,11,sales@pmmahsuri.com.my,017-3576481,2.9397397,102.0712292
RESTORAN NURI AL NISAR,R126,NISAR,"NO.29-G & 29-2,","JALAN BIDARA 6/2, SAUJANA UTAMA 3,",SUNGAI BULOH.,SUNGAI BULOH,SELANGOR,47000,Standalone,11,sales@pmmahsuri.com.my,011-1297 6288,3.2032786,101.4843394
RESTORAN OON OON (1pm - 5pm) (ISNIN CUTI),R136,FONG,"NO. 2, JALAN PUTERI 7111,","BANDAR PUTERI,","PUCHONG, SELANGOR",PUCHONG,SELANGOR,47100,Standalone,11,sales@pmmahsuri.com.my,016-6656361,3.129041,101.465112
RESTORAN PING XIANG,R067,TING CHONG HUNG/KONG CHEW LEAN,RESTORAN PING XIANG,"A1, JALAN WONG AH JANG 4,",KUANTAN PAHANG.,KUANTAN,PAHANG,25100,Standalone,11,sales@pmmahsuri.com.my,019-558 9622,3.807930584,103.3233654
RESTORAN SEGAR PERTAMA,R112,MR. SAM,"NO.42, JALAN MANIS,","TAMAN SEGAR CHERAS,",KUALA LUMPUR,CHERAS,KUALA LUMPUR,56100,Standalone,11,sales@pmmahsuri.com.my,0162219863,3.088366,101.743564
RESTORAN SERI RASA,R127,,"2755, JLN KG BARU,","KG BARU SG BULOH,","SG BULOH, SELANGOR.",SUNGAI BULOH,SELANGOR,47000,Standalone,11,sales@pmmahsuri.com.my,016-671 3031,3.1905466,101.5658297
RESTORAN SIDDIQ,R135,MR. SHAIK,"NO B-01-13, JALAN TASIK BIRU 17",PENGKALAN KUNDANG,SELANGOR,SUNGAI BULOH,SELANGOR,48050,Standalone,11,sales@pmmahsuri.com.my,0126190786,3.2472475,101.2358762
RESTORAN TONG SENG BARU DUA,R064,MADAM LING,RESTORAN TONG SENG BARU DUA,"B-1774, JALAN AIR PUTIH,",KUANTAN PAHANG.,KUANTAN,PAHANG,25300,Standalone,11,sales@pmmahsuri.com.my,016-934 9154,3.832287293,103.3366871
RESTORAN URAT KETING,R150,,"NO 78 & 80, JALAN 7/7A,","SEKSYEN 7,","BANDAR BARU BANGI, SELANGOR",BANGI,SELANGOR,43650,Standalone,11,sales@pmmahsuri.com.my,014-7333578,2.975536,101.809302
REZAL TRADING - AL FALAH MART (Fri-Sat close),R148,,"NO. 1 & 3, JALAN PJU 10/6,","DESA RIANG DAMANSARA DAMAI, SUNGAI BULOH,","PETALING JAYA, SELANGOR",DAMANSARA,SELANGOR,47830,Standalone,11,sales@pmmahsuri.com.my,011-51123503,3.19172,101.600144
REZEKI FOOD STUFF ENTERPRISE,R001,CHONG LEONG CHEN,"LOT 942, JALAN BESAR",SUNGAI PELEK,"SEPANG, SELANGOR",SEPANG,SELANGOR,43950,Standalone,11,sales@pmmahsuri.com.my,03-3142 2135,2.6387622,101.7137659
REZEKI MINIMART,R154,ABD RAHIM,"NO. 13004, JALAN RAJAWALI 1,","BANDAR PUTRA,","KULAI JAYA, JOHOR",KULAI,JOHOR,81000,Standalone,11,sales@pmmahsuri.com.my,016-9796186,1.669110517,103.6339115
RING ZHI VAGETARIAN RESTAURANT (11AM-7PM),R071,WINNIE WONG,"2, JALAN PRIMA 8, PUSAT NIAGA METRO PRIMA,","METRO PRIMA, KEPONG,",KUALA LUMPUR,KEPONG,KUALA LUMPUR,52100,Standalone,11,sales@pmmahsuri.com.my,016-672 2116,3.212824,101.6379809
RIZA RICH FOOD INDUSTRIES (FRIDAY 12PM - 3PM OFF),R091,RADIN ZAHARAH,"JC 3289, JALAN MHH F 2/5,","KILANG BERKEMBAR, MELAKA HALAL HUB FASA 2,","SERKAM, MELAKA",BANDAR HILIR,MELAKA,77300,Standalone,11,sales@pmmahsuri.com.my,,2.1583464,102.3973861
RJ FAMILY STORE SDN BHD (Receiving: After 11am),R143,MS. LOW/MS. YIP (ACCOUNT) | WONG CHEE WEE (MANAGEMENT),"3745 & 3746, JALAN RJ 6/12,","TAMAN RASAH JAYA,","SEREMBAN, NEGERI SEMBILAN",SEREMBAN,NEGERI SEMBILAN,70300,Standalone,11,sales@pmmahsuri.com.my,06-6328581,2.680206,101.943952
RK SANTHIYA MINI MARKET,R004,,"129, LORONG SELASIH 1,","TAMAN SELASIH, JALAN BAGAN DATOH,","HUTAN MELINTANG, PERAK",HUTAN MELINTANG,PERAK,36400,Standalone,11,sales@pmmahsuri.com.my,016-5405097,3.8944975,100.9299612
ROHAN MAJU MII MARKET (Mon-Sat: 10am-6pm|Fri: 12pm-3pm rest),R168,ROHAN,"NO. 84, JALAN SUNGAI PINANG 5/5,","TAMAN PERINDU, KG. PERIGI NENAS,","PULAU INDAH, SELANGOR",KLANG,SELANGOR,42920,Standalone,11,sales@pmmahsuri.com.my,016-2473115,3.128957,101.465118
ROKMAN GIGIH TRADING (CLOSE - 5PM),R095,MUHAMMAD NASIR BIN ROKMAN,"K-303,","JALAN JAKAR,","KEMAMAN, TERENGGANU",KEMAMAN,TERENGGANU,24000,Standalone,11,sales@pmmahsuri.com.my,,4.228632789,103.428473
RR NANING ENTERPRISE,R097,ROSLAN,"TN 198, PT 198, PT 1844 SIMPANG POINT,","SIMPANG EMPAT,","ALOR GAJAH, MELAKA.",ALOR GAJAH,MELAKA,78000,Standalone,11,sales@pmmahsuri.com.my,,2.439583577,102.1842288
"RS FAMILY MARKET ( OPEN 11AM, SMALL LORRY )",R076,CHAN RONG SHENG,"NO 12, JALAN SR 1/1,","TAMAN SERI RAMBAI 1,","BUKIT RAMBAI, MELAKA",RAMBAI,MELAKA,75250,Standalone,11,sales@pmmahsuri.com.my,016- 686 4583,2.2522965,102.1982322
RS VALLEY TRADING & SERVICES - PPAJ (Fri: 12pm-3pm rest),R145,RAFI,"NO. 69, JALAN PPAJ 3/1,","PUSAT PERDAGANGAN ALAM JAYA,","BANDAR PUNCAK ALAM, SELANGOR",PUNCAK ALAM,SELANGOR,42300,Standalone,11,sales@pmmahsuri.com.my,017-3739673,3.25282,101.446804
RS VALLEY TRADING & SERVICES - TIAJ (Fri: 12pm-3pm rest),R144,SHAFIQ,"NO. 1-G, JALAN TIAJ 2/10,","TAMAN INDUSTRI ALAM JAYA, BANDAR PUNCAK ALAM,","KUALA SELANGOR, SELANGOR",PUNCAK ALAM,SELANGOR,42300,Standalone,11,sales@pmmahsuri.com.my,012-6970107,3.129189,101.465156
"RZ MAJU SDN BHD ( 10 AM-4 PM , FRI 12 PM-2 PM OFF )",R086,NURUL HIDAYAH BINTI RAMLI,"PASAR MINI PELADANG,","JALAN PASAR,","ALOR GAJAH, MELAKA",ALOR GAJAH,MELAKA,78000,Standalone,11,sales@pmmahsuri.com.my,+01263186509,2.3828824,102.2117659
